entity_id,event_timestamp,tenure_months,monthly_charges,total_charges,num_support_tickets,contract_type,internet_service,payment_method,churn
306,2024-03-13T00:00:00,31,110.26,3461.78,4,Month-to-month,Fiber optic,Bank transfer,0
307,2024-02-12T17:00:00,48,70.46,3324.41,1,One-year,No,Electronic check,0
308,2024-01-19T23:00:00,27,86.37,2328.82,3,Two-year,No,Credit card,0
309,2024-06-10T12:00:00,43,,968.03,1,Month-to-month,Fiber optic,Credit card,0
310,2024-01-28T09:00:00,16,72.55,1174.7,3,Two-year,DSL,Bank transfer,0
311,2024-04-10T17:00:00,12,46.71,604.42,1,Month-to-month,No,Mailed check,0
312,2024-01-02T18:00:00,39,87.08,3374.34,3,Month-to-month,No,Mailed check,0
313,2024-02-26T19:00:00,11,49.08,538.72,1,Two-year,No,Mailed check,0
314,2024-01-18T08:00:00,24,86.44,1966.43,1,Two-year,Fiber optic,Electronic check,0
315,2024-03-25T19:00:00,63,115.06,7202.28,1,Month-to-month,DSL,Bank transfer,0
316,2024-02-26T22:00:00,20,75.69,1572.11,1,One-year,DSL,Electronic check,0
317,2024-06-04T02:00:00,47,31.7,1478.95,1,One-year,Fiber optic,Electronic check,0
318,2024-01-05T16:00:00,18,108.91,1858.43,0,Two-year,No,Electronic check,0
319,2024-05-30T23:00:00,52,96.46,5019.09,2,Two-year,DSL,Bank transfer,0
320,2024-02-05T14:00:00,65,70.06,4567.19,1,Two-year,DSL,Mailed check,0
321,2024-02-29T01:00:00,19,93.06,1721.25,0,One-year,DSL,Electronic check,0
322,2024-05-13T20:00:00,47,57.59,2711.61,2,Two-year,Fiber optic,Electronic check,0
323,2024-02-27T16:00:00,34,77.02,2574.71,1,Month-to-month,No,Bank transfer,0
324,2024-05-11T20:00:00,45,67.66,3023.96,2,Month-to-month,Fiber optic,Mailed check,0
325,2024-05-02T06:00:00,21,54.95,1148.83,1,Two-year,DSL,Credit card,0
326,2024-05-11T01:00:00,53,20.29,1050.8,0,Two-year,No,Mailed check,0
327,2024-02-25T14:00:00,22,44.34,1029.11,2,Two-year,No,Bank transfer,0
328,2024-06-24T10:00:00,62,35.4,2308.83,4,Two-year,No,Bank transfer,0
329,2024-06-04T03:00:00,9,41.44,354.93,0,Two-year,No,Credit card,0
330,2024-06-22T20:00:00,5,107.53,553.45,2,Two-year,DSL,Electronic check,0
331,2024-03-06T15:00:00,6,89.16,428.47,2,Two-year,No,Electronic check,0
332,2024-01-31T16:00:00,11,46.89,,2,Two-year,No,Electronic check,0
333,2024-06-23T12:00:00,41,59.7,2489.01,1,Two-year,Fiber optic,Bank transfer,0
334,2024-06-17T03:00:00,62,36.23,2278.97,3,Two-year,Fiber optic,Mailed check,0
335,2024-02-07T15:00:00,21,28.23,505.14,3,One-year,No,Electronic check,0
336,2024-06-01T01:00:00,9,44.84,398.96,2,One-year,No,Bank transfer,0
337,2024-06-21T01:00:00,64,62.78,4039.77,2,Two-year,No,Mailed check,0
338,2024-05-12T00:00:00,21,26.86,633.85,1,Two-year,Fiber optic,Credit card,0
339,2024-04-13T18:00:00,12,74.06,,1,One-year,DSL,Mailed check,0
340,2024-03-06T17:00:00,65,28.86,1812.63,0,One-year,Fiber optic,Electronic check,0
341,2024-01-18T12:00:00,57,116.54,6563.72,3,Two-year,DSL,Credit card,0
342,2024-01-24T12:00:00,30,99.62,2955.46,1,Two-year,DSL,Bank transfer,0
343,2024-06-23T06:00:00,10,74.56,764.45,0,Two-year,Fiber optic,Mailed check,0
344,2024-01-28T03:00:00,31,107.02,3356.71,0,Month-to-month,DSL,Bank transfer,0
345,2024-05-27T08:00:00,64,80.61,5164.62,0,One-year,Fiber optic,Bank transfer,0
346,2024-04-18T15:00:00,66,46.59,3012.75,0,Two-year,DSL,Electronic check,0
347,2024-01-26T10:00:00,45,58.16,2605.13,3,Month-to-month,No,Mailed check,0
348,2024-04-18T06:00:00,24,73.95,1746.25,1,Two-year,Fiber optic,Bank transfer,0
349,2024-03-10T07:00:00,47,105.14,4935.75,0,Two-year,No,Mailed check,0
350,2024-06-10T16:00:00,26,32.88,885.83,1,Month-to-month,DSL,Credit card,0
351,2024-03-26T08:00:00,63,48.6,3001.91,2,One-year,Fiber optic,Electronic check,0
352,2024-06-15T20:00:00,33,53.1,1727.65,1,Two-year,No,Mailed check,0
353,2024-03-27T13:00:00,37,54.22,1979.31,3,Two-year,DSL,Mailed check,0
354,2024-04-11T08:00:00,10,26.07,209.49,1,Two-year,Fiber optic,Bank transfer,0
355,2024-06-28T23:00:00,47,94.29,4377.41,0,Month-to-month,DSL,Mailed check,0
356,2024-06-07T04:00:00,14,27.75,381.33,2,One-year,No,Electronic check,0
357,2024-03-24T15:00:00,50,49.56,2478.67,1,Month-to-month,DSL,Electronic check,0
358,2024-04-26T20:00:00,35,73.95,2629.13,0,Two-year,No,Mailed check,0
359,2024-03-07T04:00:00,56,,3970.3,1,Month-to-month,Fiber optic,Bank transfer,0
360,2024-04-20T09:00:00,18,53.08,922.35,1,One-year,Fiber optic,Bank transfer,1
361,2024-02-26T08:00:00,71,56.11,3929.3,1,Two-year,No,Credit card,0
362,2024-01-18T05:00:00,67,95.98,6464.42,3,Two-year,No,Bank transfer,0
363,2024-01-06T05:00:00,59,81.01,4769.91,0,Month-to-month,DSL,Electronic check,0
364,2024-04-17T09:00:00,17,90.95,1615.29,1,Month-to-month,DSL,Credit card,0
365,2024-03-05T12:00:00,48,65.3,3145.92,2,One-year,DSL,Credit card,0
366,2024-06-23T09:00:00,32,57.25,1788.74,3,Two-year,DSL,Mailed check,0
367,2024-03-01T20:00:00,6,,539.47,1,One-year,DSL,Mailed check,0
368,2024-02-09T11:00:00,36,77.64,2787.22,1,Month-to-month,No,Credit card,0
369,2024-02-29T10:00:00,64,27.32,1663.56,2,Two-year,DSL,Electronic check,0
370,2024-03-05T01:00:00,45,100.16,4428.8,1,Two-year,Fiber optic,Bank transfer,0
371,2024-02-09T14:00:00,38,73.36,2723.14,1,One-year,Fiber optic,Mailed check,0
372,2024-01-17T21:00:00,47,64.32,3027.06,4,One-year,No,Mailed check,0
373,2024-06-17T02:00:00,25,71.46,1723.19,1,Two-year,Fiber optic,Electronic check,0
374,2024-06-13T12:00:00,23,107.1,2464.27,0,One-year,DSL,Electronic check,1
375,2024-01-21T14:00:00,33,23.01,773.88,0,Month-to-month,No,Credit card,0
376,2024-03-18T02:00:00,54,101.85,5578.1,1,Two-year,Fiber optic,Electronic check,0
377,2024-05-22T13:00:00,13,28.32,374.03,0,Two-year,DSL,Mailed check,0
378,2024-06-17T05:00:00,46,86.8,4041.78,2,Month-to-month,No,Credit card,0
379,2024-02-24T12:00:00,46,110.05,4900.92,2,Two-year,Fiber optic,Mailed check,0
380,2024-03-18T00:00:00,33,54.72,1753.23,2,Month-to-month,Fiber optic,Electronic check,0
381,2024-04-27T11:00:00,41,20.21,862.02,1,Two-year,No,Mailed check,0
382,2024-03-24T15:00:00,32,41.77,1267.83,1,One-year,No,Mailed check,0
383,2024-04-21T13:00:00,13,78.71,998.01,1,Month-to-month,Fiber optic,Bank transfer,0
384,2024-02-08T10:00:00,30,94.26,2904.78,4,Two-year,DSL,Bank transfer,0
385,2024-03-27T02:00:00,7,86.71,740.03,2,One-year,Fiber optic,Credit card,1
386,2024-05-03T17:00:00,71,58.72,4166.92,0,Two-year,Fiber optic,Mailed check,0
387,2024-04-15T13:00:00,26,75.24,2017.17,1,One-year,Fiber optic,Electronic check,0
388,2024-04-23T19:00:00,45,78.58,3534.98,0,One-year,DSL,Bank transfer,0
389,2024-03-14T00:00:00,30,38.37,1092.01,1,Month-to-month,DSL,Mailed check,0
390,2024-05-13T08:00:00,40,63.91,2616.37,0,Month-to-month,No,Mailed check,0
391,2024-06-07T08:00:00,19,88.9,1665.22,2,Month-to-month,Fiber optic,Mailed check,0
392,2024-06-15T12:00:00,2,24.79,7.24,3,Month-to-month,DSL,Bank transfer,0
393,2024-01-06T01:00:00,13,110.19,1365.36,0,Month-to-month,No,Credit card,0
394,2024-03-01T16:00:00,43,67.97,2929.2,1,Two-year,Fiber optic,Bank transfer,0
395,2024-04-10T21:00:00,33,107.63,3622.7,0,Two-year,Fiber optic,Mailed check,0
396,2024-03-20T19:00:00,67,115.98,7712.3,2,Month-to-month,No,Mailed check,0
397,2024-02-07T20:00:00,27,84.55,2216.58,0,Month-to-month,Fiber optic,Mailed check,0
398,2024-04-15T13:00:00,41,24.92,984.72,2,Month-to-month,No,Electronic check,0
399,2024-06-05T07:00:00,36,33.5,1216.1,0,Two-year,No,Bank transfer,0
400,2024-04-09T15:00:00,4,54.64,243.12,2,Two-year,Fiber optic,Bank transfer,0
401,2024-01-17T05:00:00,29,21.29,618.2,1,Two-year,No,Mailed check,0
402,2024-05-26T19:00:00,63,88.16,5545.42,4,One-year,No,Bank transfer,0
403,2024-01-11T17:00:00,5,71.11,266.18,0,Month-to-month,No,Credit card,0
404,2024-01-14T22:00:00,7,37.36,289.56,3,Month-to-month,Fiber optic,Bank transfer,0
405,2024-05-31T22:00:00,58,27.22,1547.28,3,One-year,Fiber optic,Electronic check,0
406,2024-01-22T16:00:00,12,43.51,521.99,4,Month-to-month,No,Credit card,0
407,2024-02-07T05:00:00,66,80.43,5342.29,0,Month-to-month,Fiber optic,Mailed check,0
408,2024-03-05T00:00:00,40,49.57,2036.15,2,Month-to-month,DSL,Mailed check,1
409,2024-01-21T19:00:00,70,100.36,6979.8,0,Two-year,Fiber optic,Credit card,0
410,2024-01-10T04:00:00,71,46.37,3255.67,2,Month-to-month,DSL,Electronic check,0
411,2024-05-28T11:00:00,39,51.77,2039.48,1,One-year,No,Mailed check,0
412,2024-03-11T10:00:00,39,50.93,1998.84,4,One-year,DSL,Electronic check,0
413,2024-03-22T08:00:00,27,80.43,2234.15,3,Two-year,Fiber optic,Credit card,0
414,2024-02-29T22:00:00,46,112.56,5229.04,2,One-year,Fiber optic,Mailed check,0
415,2024-02-21T22:00:00,16,20.45,309.54,4,Two-year,No,Mailed check,1
416,2024-06-06T00:00:00,40,48.63,1927.44,2,One-year,Fiber optic,Credit card,0
417,2024-05-17T10:00:00,44,112.07,4874.85,0,Month-to-month,Fiber optic,Mailed check,0
418,2024-06-24T10:00:00,8,103.18,832.86,1,One-year,No,Electronic check,1
419,2024-01-30T09:00:00,46,24.75,1195.17,1,Two-year,DSL,Credit card,0
420,2024-03-18T06:00:00,5,45.69,305.74,0,Month-to-month,Fiber optic,Credit card,0
421,2024-05-03T23:00:00,48,98.06,4726.09,1,One-year,No,Mailed check,0
422,2024-05-13T03:00:00,42,32.62,,4,Two-year,DSL,Credit card,0
423,2024-02-19T09:00:00,12,52.0,641.9,2,One-year,No,Mailed check,0
424,2024-03-30T17:00:00,57,86.45,4912.69,1,Month-to-month,DSL,Electronic check,0
425,2024-01-14T02:00:00,37,76.56,2853.22,2,Month-to-month,Fiber optic,Electronic check,0
426,2024-04-29T18:00:00,58,80.86,4727.89,2,Two-year,No,Electronic check,0
427,2024-06-28T21:00:00,60,27.92,1648.57,3,Two-year,Fiber optic,Bank transfer,0
428,2024-02-13T09:00:00,42,64.23,2764.45,0,One-year,DSL,Bank transfer,0
429,2024-05-16T14:00:00,17,69.81,1121.12,0,Two-year,No,Electronic check,0
430,2024-04-21T18:00:00,32,73.89,2408.68,2,Two-year,No,Credit card,0
431,2024-04-23T05:00:00,31,35.65,1065.47,2,Two-year,Fiber optic,Bank transfer,0
432,2024-02-05T18:00:00,14,87.92,1159.13,2,Two-year,No,Electronic check,1
433,2024-03-22T09:00:00,1,95.22,66.05,1,One-year,DSL,Mailed check,0
434,2024-01-16T11:00:00,39,111.69,4309.38,5,Two-year,Fiber optic,Mailed check,0
435,2024-04-07T12:00:00,1,89.74,110.03,2,Two-year,No,Credit card,0
436,2024-06-20T04:00:00,23,66.44,1485.53,0,One-year,Fiber optic,Credit card,0
437,2024-06-27T19:00:00,3,32.69,152.97,1,Month-to-month,No,Credit card,0
438,2024-03-01T22:00:00,59,69.96,4079.17,2,Month-to-month,Fiber optic,Electronic check,0
439,2024-05-14T08:00:00,70,76.79,5388.89,1,Two-year,Fiber optic,Electronic check,0
440,2024-03-28T17:00:00,12,43.01,519.02,3,Two-year,No,Bank transfer,0
441,2024-05-24T08:00:00,66,110.42,7247.61,2,Month-to-month,DSL,Bank transfer,0
442,2024-01-22T04:00:00,22,76.43,1661.35,1,Two-year,No,Electronic check,0
443,2024-04-04T05:00:00,36,43.71,1543.6,1,Two-year,DSL,Mailed check,0
444,2024-04-15T12:00:00,63,36.44,2269.04,1,Month-to-month,DSL,Mailed check,0
445,2024-05-01T23:00:00,22,39.51,864.71,2,Month-to-month,Fiber optic,Credit card,0
446,2024-04-24T12:00:00,30,56.74,1656.42,2,One-year,DSL,Bank transfer,0
447,2024-05-29T12:00:00,6,27.93,121.75,3,One-year,Fiber optic,Electronic check,0
448,2024-01-03T21:00:00,31,92.9,,1,One-year,No,Mailed check,0
449,2024-06-07T02:00:00,53,27.97,1525.57,0,One-year,Fiber optic,Mailed check,0
450,2024-06-14T18:00:00,28,114.95,3251.61,2,Two-year,DSL,Credit card,0
451,2024-01-19T08:00:00,15,88.96,1333.22,3,One-year,No,Bank transfer,0
452,2024-02-21T19:00:00,43,119.59,5198.44,1,Month-to-month,Fiber optic,Electronic check,0
453,2024-01-05T15:00:00,14,32.68,461.64,3,Month-to-month,DSL,Bank transfer,0
454,2024-05-05T15:00:00,5,85.79,394.09,1,One-year,No,Electronic check,0
455,2024-06-10T20:00:00,9,73.09,781.93,3,One-year,Fiber optic,Bank transfer,0
456,2024-04-09T03:00:00,44,26.21,1155.82,3,Month-to-month,Fiber optic,Mailed check,0
457,2024-01-17T17:00:00,11,108.29,1161.21,0,Month-to-month,No,Mailed check,0
458,2024-01-11T12:00:00,58,116.59,6774.53,0,One-year,DSL,Bank transfer,0
459,2024-02-06T15:00:00,67,64.75,4293.79,0,Two-year,DSL,Electronic check,0
460,2024-01-25T14:00:00,6,42.75,164.9,1,Two-year,DSL,Bank transfer,0
461,2024-06-22T12:00:00,9,101.42,958.8,1,Month-to-month,Fiber optic,Bank transfer,0
462,2024-02-13T22:00:00,70,32.01,2277.02,4,Month-to-month,Fiber optic,Mailed check,0
463,2024-01-23T22:00:00,32,112.42,3619.64,3,One-year,DSL,Electronic check,1
464,2024-04-15T07:00:00,54,88.74,4797.76,2,Month-to-month,No,Bank transfer,0
465,2024-03-01T06:00:00,5,78.82,380.02,0,One-year,Fiber optic,Credit card,1
466,2024-02-19T03:00:00,13,81.13,987.34,3,Two-year,No,Mailed check,0
467,2024-03-26T19:00:00,61,68.75,4254.51,0,One-year,Fiber optic,Mailed check,0
468,2024-05-04T16:00:00,6,28.65,267.33,0,Two-year,DSL,Mailed check,0
469,2024-04-15T06:00:00,57,78.46,4456.93,1,Month-to-month,Fiber optic,Mailed check,0
470,2024-04-26T05:00:00,61,77.68,4768.04,0,One-year,DSL,Mailed check,0
471,2024-01-29T14:00:00,25,82.47,2094.96,0,Two-year,No,Electronic check,0
472,2024-05-21T07:00:00,44,40.43,1773.78,1,Two-year,No,Mailed check,0
473,2024-04-21T18:00:00,63,105.94,6686.07,1,One-year,No,Mailed check,0
474,2024-04-10T15:00:00,20,111.2,2279.38,2,One-year,No,Electronic check,0
475,2024-03-16T07:00:00,13,64.15,837.76,0,Two-year,Fiber optic,Mailed check,0
476,2024-04-28T04:00:00,62,86.24,5410.7,0,One-year,No,Electronic check,0
477,2024-03-10T22:00:00,48,81.93,3931.89,2,Two-year,DSL,Bank transfer,0
478,2024-06-21T11:00:00,27,98.34,2652.68,0,One-year,No,Electronic check,0
479,2024-06-15T15:00:00,47,65.47,3123.29,3,Month-to-month,Fiber optic,Mailed check,0
480,2024-01-17T11:00:00,27,94.82,2572.27,2,Two-year,No,Credit card,0
481,2024-04-27T02:00:00,68,102.62,6917.63,3,Two-year,No,Electronic check,0
482,2024-05-07T04:00:00,37,115.74,4293.86,0,Month-to-month,Fiber optic,Electronic check,0
483,2024-01-06T09:00:00,3,47.9,205.0,0,One-year,Fiber optic,Credit card,0
484,2024-06-19T22:00:00,30,103.16,3082.94,1,Two-year,Fiber optic,Bank transfer,0
485,2024-03-14T01:00:00,59,49.02,2951.8,0,One-year,DSL,Credit card,0
486,2024-06-26T21:00:00,22,81.1,1849.27,0,Two-year,Fiber optic,Mailed check,0
487,2024-03-29T04:00:00,15,22.2,322.43,1,Two-year,No,Electronic check,0
488,2024-04-27T10:00:00,21,72.43,1544.79,0,Month-to-month,Fiber optic,Credit card,0
489,2024-04-23T10:00:00,70,117.51,8187.49,1,Two-year,No,Mailed check,0
490,2024-01-24T10:00:00,6,32.22,261.52,1,One-year,No,Mailed check,0
491,2024-04-10T06:00:00,68,40.66,2801.98,0,Two-year,Fiber optic,Electronic check,0
492,2024-03-13T11:00:00,66,114.23,7523.31,2,One-year,Fiber optic,Credit card,0
493,2024-04-16T04:00:00,12,40.0,542.64,1,Month-to-month,No,Credit card,0
494,2024-06-12T08:00:00,19,39.19,691.31,3,Two-year,Fiber optic,Electronic check,1
495,2024-04-28T07:00:00,18,,,2,Two-year,Fiber optic,Credit card,0
496,2024-06-25T20:00:00,34,48.62,1617.15,2,Two-year,Fiber optic,Credit card,0
497,2024-01-31T11:00:00,36,68.29,2524.88,1,One-year,Fiber optic,Credit card,0
498,2024-01-14T08:00:00,34,34.61,1164.34,0,One-year,Fiber optic,Mailed check,0
499,2024-06-02T05:00:00,46,22.97,1038.15,0,Month-to-month,No,Mailed check,0
500,2024-03-13T11:00:00,39,45.69,1850.85,2,One-year,DSL,Electronic check,0
501,2024-01-20T03:00:00,21,28.45,617.4,0,Two-year,No,Electronic check,0
502,2024-03-18T00:00:00,62,53.52,3347.42,1,One-year,No,Bank transfer,0
503,2024-01-29T02:00:00,17,105.4,,0,Month-to-month,DSL,Credit card,0
504,2024-03-05T01:00:00,56,22.34,1278.99,0,Two-year,No,Electronic check,0
505,2024-03-12T18:00:00,13,97.8,1301.12,1,One-year,DSL,Electronic check,1
506,2024-03-13T05:00:00,65,97.64,6330.28,2,Two-year,DSL,Mailed check,0
507,2024-04-07T13:00:00,13,112.27,1545.19,2,Two-year,DSL,Mailed check,0
508,2024-03-14T17:00:00,15,95.66,1388.13,1,Two-year,DSL,Credit card,0
509,2024-04-19T06:00:00,64,29.8,1893.0,2,Two-year,Fiber optic,Bank transfer,0
510,2024-05-13T21:00:00,61,113.79,7007.41,1,Two-year,Fiber optic,Electronic check,0
511,2024-04-13T03:00:00,51,58.86,2982.35,2,Month-to-month,Fiber optic,Mailed check,0
512,2024-06-03T12:00:00,64,46.41,2957.76,2,Two-year,Fiber optic,Bank transfer,0
513,2024-05-07T21:00:00,19,96.34,,2,Month-to-month,No,Electronic check,0
514,2024-02-21T09:00:00,42,33.58,1434.21,1,Month-to-month,No,Credit card,0
515,2024-03-21T12:00:00,34,73.33,2515.99,0,Month-to-month,Fiber optic,Electronic check,0
516,2024-04-09T15:00:00,23,74.78,1661.89,2,One-year,Fiber optic,Mailed check,0
517,2024-04-06T19:00:00,63,85.33,5350.05,2,One-year,Fiber optic,Credit card,0
518,2024-05-29T00:00:00,37,50.69,1815.67,0,Month-to-month,DSL,Bank transfer,0
519,2024-01-17T09:00:00,49,27.93,1342.11,2,Two-year,Fiber optic,Electronic check,0
520,2024-03-22T12:00:00,69,51.26,3575.81,3,One-year,DSL,Credit card,0
521,2024-04-03T13:00:00,13,100.45,1366.49,1,Two-year,Fiber optic,Mailed check,0
522,2024-06-08T23:00:00,10,103.72,1081.29,1,Month-to-month,Fiber optic,Credit card,0
523,2024-03-17T13:00:00,13,78.37,1009.35,2,Month-to-month,No,Bank transfer,0
524,2024-02-24T21:00:00,54,59.03,3251.57,2,Month-to-month,DSL,Mailed check,0
525,2024-02-08T23:00:00,60,45.33,2660.9,4,Month-to-month,Fiber optic,Credit card,0
526,2024-06-02T07:00:00,56,59.85,3282.27,4,One-year,No,Mailed check,0
527,2024-01-08T08:00:00,25,20.83,533.31,2,Month-to-month,DSL,Mailed check,0
528,2024-04-14T11:00:00,71,35.95,2511.2,3,Month-to-month,Fiber optic,Bank transfer,0
529,2024-05-28T16:00:00,51,114.2,5819.76,0,Two-year,No,Electronic check,0
530,2024-02-25T04:00:00,31,79.18,2427.42,2,Two-year,Fiber optic,Mailed check,0
531,2024-03-04T08:00:00,36,62.83,2260.08,1,Month-to-month,Fiber optic,Credit card,0
532,2024-06-18T01:00:00,47,66.47,3190.79,1,Two-year,No,Electronic check,0
533,2024-04-10T08:00:00,31,43.8,1304.36,4,One-year,Fiber optic,Electronic check,0
534,2024-06-13T13:00:00,31,48.34,1545.84,1,One-year,No,Bank transfer,0
535,2024-03-31T13:00:00,11,101.97,1174.2,3,Month-to-month,DSL,Bank transfer,0
536,2024-06-13T04:00:00,42,64.23,,0,Month-to-month,No,Mailed check,0
537,2024-02-04T08:00:00,40,50.0,2025.48,5,One-year,Fiber optic,Credit card,0
538,2024-04-06T18:00:00,42,99.55,4195.58,0,One-year,Fiber optic,Mailed check,0
539,2024-02-08T02:00:00,30,110.5,3347.8,1,One-year,No,Credit card,0
540,2024-03-09T09:00:00,16,19.44,305.66,4,Month-to-month,No,Mailed check,0
541,2024-01-08T09:00:00,56,105.35,5767.45,1,One-year,DSL,Credit card,0
542,2024-06-26T12:00:00,58,110.55,6315.78,2,Month-to-month,Fiber optic,Mailed check,0
543,2024-06-04T21:00:00,55,93.08,5118.52,0,One-year,DSL,Credit card,0
544,2024-05-23T01:00:00,6,18.55,133.66,1,One-year,No,Bank transfer,0
545,2024-01-30T10:00:00,65,68.27,4407.69,0,Two-year,No,Credit card,0
546,2024-02-12T10:00:00,36,94.28,3441.67,3,One-year,No,Bank transfer,0
547,2024-03-07T05:00:00,20,74.68,1556.55,1,Month-to-month,DSL,Mailed check,1
548,2024-01-24T06:00:00,64,22.16,1385.09,2,One-year,DSL,Mailed check,0
549,2024-01-20T07:00:00,22,94.49,2107.12,1,Month-to-month,No,Mailed check,0
550,2024-01-21T14:00:00,43,20.65,830.17,2,Two-year,DSL,Bank transfer,0
551,2024-05-25T04:00:00,59,82.09,4834.44,1,Two-year,Fiber optic,Bank transfer,0
552,2024-03-06T05:00:00,37,50.96,1958.23,0,Month-to-month,No,Credit card,0
553,2024-04-20T23:00:00,52,27.1,1427.08,1,Two-year,DSL,Electronic check,0
554,2024-04-09T15:00:00,17,54.62,904.68,0,One-year,No,Mailed check,0
555,2024-06-22T07:00:00,12,95.16,1167.71,1,Month-to-month,No,Bank transfer,0
556,2024-05-02T09:00:00,64,71.78,4529.95,1,One-year,Fiber optic,Electronic check,0
557,2024-04-15T03:00:00,39,103.84,4008.35,0,Month-to-month,DSL,Electronic check,0
558,2024-02-16T12:00:00,33,54.26,1784.53,2,Two-year,No,Credit card,0
559,2024-06-03T08:00:00,39,50.02,1937.14,2,Month-to-month,DSL,Mailed check,0
560,2024-06-17T23:00:00,69,19.83,1285.23,1,Two-year,Fiber optic,Credit card,0
561,2024-01-05T22:00:00,47,88.45,4230.12,1,Month-to-month,DSL,Mailed check,0
562,2024-04-28T04:00:00,27,67.07,1793.68,0,Month-to-month,Fiber optic,Mailed check,0
563,2024-05-25T12:00:00,22,,2417.28,1,One-year,No,Mailed check,0
564,2024-05-11T18:00:00,56,117.91,6548.81,3,One-year,DSL,Credit card,0
565,2024-06-08T20:00:00,63,41.65,2633.04,2,Two-year,Fiber optic,Credit card,0
566,2024-06-17T14:00:00,3,34.46,107.03,2,Two-year,DSL,Bank transfer,0
567,2024-02-21T05:00:00,50,115.9,5832.28,5,Two-year,DSL,Credit card,1
568,2024-03-07T11:00:00,54,114.19,6101.45,1,Two-year,DSL,Electronic check,0
569,2024-03-31T01:00:00,65,21.26,1430.78,1,Month-to-month,Fiber optic,Bank transfer,0
570,2024-01-29T03:00:00,20,105.05,2121.67,2,Month-to-month,Fiber optic,Credit card,0
571,2024-05-07T23:00:00,14,102.01,1450.92,3,One-year,No,Credit card,0
572,2024-01-02T07:00:00,47,52.13,2456.26,0,Month-to-month,Fiber optic,Credit card,0
573,2024-02-05T13:00:00,37,69.51,2613.38,2,Month-to-month,No,Credit card,0
574,2024-03-21T12:00:00,59,115.09,6814.94,3,Month-to-month,No,Electronic check,0
575,2024-06-23T22:00:00,8,58.11,574.91,0,Two-year,DSL,Bank transfer,0
576,2024-04-24T20:00:00,41,110.74,4566.46,0,One-year,No,Mailed check,0
577,2024-04-09T23:00:00,57,89.14,5147.36,1,One-year,DSL,Electronic check,0
578,2024-02-10T00:00:00,67,119.18,,1,Two-year,Fiber optic,Bank transfer,0
579,2024-03-31T03:00:00,34,42.62,1461.25,1,Month-to-month,Fiber optic,Bank transfer,0
580,2024-03-13T21:00:00,16,63.77,940.73,1,One-year,DSL,Mailed check,0
581,2024-04-18T13:00:00,18,90.86,1598.05,1,One-year,Fiber optic,Electronic check,0
582,2024-05-29T15:00:00,17,66.58,1127.21,1,Two-year,Fiber optic,Credit card,0
583,2024-04-26T15:00:00,63,92.64,5810.48,2,Two-year,No,Electronic check,0
584,2024-03-15T01:00:00,48,112.01,5391.34,0,One-year,DSL,Electronic check,0
585,2024-03-19T09:00:00,40,119.08,4744.26,1,Two-year,Fiber optic,Electronic check,0
586,2024-05-24T14:00:00,63,18.21,1201.71,1,Month-to-month,Fiber optic,Credit card,0
587,2024-02-08T23:00:00,61,103.11,6303.11,0,Two-year,Fiber optic,Credit card,0
588,2024-02-12T22:00:00,53,57.5,,2,Two-year,Fiber optic,Bank transfer,0
589,2024-05-13T06:00:00,40,75.23,3054.81,0,Two-year,No,Electronic check,0
590,2024-05-28T14:00:00,3,30.27,135.73,1,Month-to-month,Fiber optic,Mailed check,0
591,2024-05-15T10:00:00,42,58.98,2572.72,0,One-year,DSL,Credit card,0
592,2024-06-22T05:00:00,13,73.26,980.13,1,Month-to-month,DSL,Bank transfer,0
593,2024-01-31T01:00:00,24,20.77,544.87,1,One-year,Fiber optic,Credit card,0
594,2024-01-17T15:00:00,31,68.28,,2,Month-to-month,Fiber optic,Credit card,0
595,2024-06-11T16:00:00,3,45.45,209.36,1,Month-to-month,Fiber optic,Credit card,0
596,2024-05-22T14:00:00,48,73.12,3492.7,0,Month-to-month,No,Credit card,0
597,2024-02-24T18:00:00,38,84.61,3223.92,2,Two-year,Fiber optic,Bank transfer,0
598,2024-05-22T08:00:00,21,93.4,1976.69,1,One-year,No,Electronic check,0
599,2024-03-23T10:00:00,65,115.66,7486.4,1,Two-year,Fiber optic,Bank transfer,0
600,2024-04-15T17:00:00,43,19.62,912.49,2,One-year,DSL,Electronic check,0
601,2024-03-31T12:00:00,51,72.89,3734.2,0,Month-to-month,No,Credit card,0
602,2024-01-06T08:00:00,23,103.59,2312.19,2,One-year,DSL,Credit card,1
603,2024-06-04T06:00:00,25,27.18,,1,One-year,Fiber optic,Electronic check,0
604,2024-05-24T21:00:00,51,29.32,1467.53,1,Month-to-month,No,Mailed check,0
605,2024-04-26T00:00:00,9,77.99,701.25,4,Two-year,DSL,Bank transfer,0
606,2024-05-12T01:00:00,7,105.09,709.53,2,Month-to-month,No,Credit card,0
607,2024-04-18T02:00:00,36,111.68,3977.78,1,Two-year,DSL,Mailed check,0
608,2024-06-09T10:00:00,43,49.7,2128.28,1,One-year,Fiber optic,Electronic check,0
609,2024-05-28T03:00:00,61,42.31,2571.88,3,Two-year,Fiber optic,Electronic check,0
610,2024-04-20T02:00:00,5,56.49,296.53,3,One-year,DSL,Bank transfer,0
611,2024-04-28T13:00:00,7,48.08,320.06,1,Two-year,No,Electronic check,0
612,2024-01-04T19:00:00,44,84.39,3728.37,1,Two-year,Fiber optic,Mailed check,0
